Trial,Agent,Matched_Partner,Stability,Efficiency
61,Seeker_E,Company_E,True,True
62,Seeker_A,Company_B,False,False
62,Seeker_B,Company_A,False,False
62,Seeker_C,Company_C,False,False
62,Seeker_D,Company_E,False,False
62,Seeker_E,Unmatched,False,False
63,Seeker_A,Company_B,True,True
63,Seeker_B,Company_A,True,True
63,Seeker_C,Company_C,True,True
63,Seeker_D,Company_D,True,True
63,Seeker_E,Company_E,True,True
64,Seeker_A,Company_B,True,True
64,Seeker_B,Company_A,True,True
64,Seeker_C,Company_C,True,True
64,Seeker_D,Company_D,True,True
64,Seeker_E,Company_E,True,True
65,Seeker_A,Company_B,True,True
65,Seeker_B,Company_A,True,True
65,Seeker_C,Company_C,True,True
65,Seeker_D,Company_D,True,True
65,Seeker_E,Company_E,True,True
66,Seeker_A,Company_B,False,False
66,Seeker_B,Company_A,False,False
66,Seeker_C,Company_D,False,False
66,Seeker_D,Company_C,False,False
66,Seeker_E,Company_E,False,False
67,Seeker_A,Company_B,True,True
67,Seeker_B,Company_A,True,True
67,Seeker_C,Company_C,True,True
67,Seeker_D,Company_D,True,True
67,Seeker_E,Company_E,True,True
68,Seeker_A,Company_B,True,True
68,Seeker_B,Company_A,True,True
68,Seeker_C,Company_C,True,True
68,Seeker_D,Company_D,True,True
68,Seeker_E,Company_E,True,True
69,Seeker_A,Company_B,False,False
69,Seeker_B,Company_A,False,False
69,Seeker_C,Company_C,False,False
69,Seeker_D,Company_D,False,False
69,Seeker_E,Unmatched,False,False
70,Seeker_A,Company_B,False,False
70,Seeker_B,Company_A,False,False
70,Seeker_C,Unmatched,False,False
70,Seeker_D,Company_D,False,False
70,Seeker_E,Company_E,False,False
71,Seeker_A,Company_B,True,True
71,Seeker_B,Company_A,True,True
71,Seeker_C,Company_C,True,True
71,Seeker_D,Company_D,True,True
71,Seeker_E,Company_E,True,True
72,Seeker_A,Company_B,False,False
72,Seeker_B,Company_A,False,False
72,Seeker_C,Company_C,False,False
72,Seeker_D,Company_D,False,False
72,Seeker_E,Unmatched,False,False
73,Seeker_A,Company_B,False,False
73,Seeker_B,Company_A,False,False
73,Seeker_C,Company_E,False,False
73,Seeker_D,Company_D,False,False
73,Seeker_E,Unmatched,False,False
74,Seeker_A,Company_B,True,True
74,Seeker_B,Company_A,True,True
74,Seeker_C,Company_C,True,True
74,Seeker_D,Company_D,True,True
74,Seeker_E,Company_E,True,True
75,Seeker_A,Company_B,False,False
75,Seeker_B,Company_A,False,False
75,Seeker_C,Company_D,False,False
75,Seeker_D,Company_E,False,False
75,Seeker_E,Unmatched,False,False
76,Seeker_A,Company_B,True,True
76,Seeker_B,Company_A,True,True
76,Seeker_C,Company_C,True,True
76,Seeker_D,Company_D,True,True
76,Seeker_E,Company_E,True,True
77,Seeker_A,Company_B,False,False
77,Seeker_B,Company_A,False,False
77,Seeker_C,Company_D,False,False
77,Seeker_D,Company_C,False,False
77,Seeker_E,Company_E,False,False
78,Seeker_A,Company_B,True,True
78,Seeker_B,Company_A,True,True
78,Seeker_C,Company_C,True,True
78,Seeker_D,Company_D,True,True
78,Seeker_E,Company_E,True,True
79,Seeker_A,Company_B,True,True
79,Seeker_B,Company_A,True,True
79,Seeker_C,Company_C,True,True
79,Seeker_D,Company_D,True,True
79,Seeker_E,Company_E,True,True
80,Seeker_A,Company_B,True,True
80,Seeker_B,Company_A,True,True
80,Seeker_C,Company_C,True,True
80,Seeker_D,Company_D,True,True
80,Seeker_E,Company_E,True,True
81,Seeker_A,Company_B,False,False
81,Seeker_B,Company_A,False,False
81,Seeker_C,Company_C,False,False
81,Seeker_D,Company_E,False,False
81,Seeker_E,Unmatched,False,False
82,Seeker_A,Company_B,False,False
82,Seeker_B,Company_A,False,False
82,Seeker_C,Company_C,False,False
82,Seeker_D,Company_D,False,False
82,Seeker_E,Unmatched,False,False
83,Seeker_A,Company_B,False,False
83,Seeker_B,Company_A,False,False
83,Seeker_C,Company_C,False,False
83,Seeker_D,Company_E,False,False
83,Seeker_E,Company_D,False,False
84,Seeker_A,Company_B,False,False
84,Seeker_B,Company_A,False,False
84,Seeker_C,Company_E,False,False
84,Seeker_D,Company_D,False,False
84,Seeker_E,Unmatched,False,False
85,Seeker_A,Company_B,False,False
85,Seeker_B,Company_A,False,False
85,Seeker_C,Company_C,False,False
85,Seeker_D,Company_E,False,False
85,Seeker_E,Unmatched,False,False
86,Seeker_A,Company_B,True,True
86,Seeker_B,Company_A,True,True
86,Seeker_C,Company_C,True,True
86,Seeker_D,Company_D,True,True
86,Seeker_E,Company_E,True,True
87,Seeker_A,Company_B,False,False
87,Seeker_B,Company_A,False,False
87,Seeker_C,Company_E,False,False
87,Seeker_D,Company_D,False,False
87,Seeker_E,Unmatched,False,False
88,Seeker_A,Company_B,False,False
88,Seeker_B,Company_A,False,False
88,Seeker_C,Company_C,False,False
88,Seeker_D,Company_D,False,False
88,Seeker_E,Unmatched,False,False
89,Seeker_A,Company_B,True,True
89,Seeker_B,Company_A,True,True
89,Seeker_C,Company_C,True,True
89,Seeker_D,Company_D,True,True
89,Seeker_E,Company_E,True,True
90,Seeker_A,Company_B,False,False
90,Seeker_B,Company_A,False,False
90,Seeker_C,Company_C,False,False
90,Seeker_D,Company_D,False,False
90,Seeker_E,Unmatched,False,False
91,Seeker_A,Company_B,True,True
91,Seeker_B,Company_A,True,True
91,Seeker_C,Company_C,True,True
91,Seeker_D,Company_D,True,True
91,Seeker_E,Company_E,True,True
92,Seeker_A,Company_B,True,True
92,Seeker_B,Company_A,True,True
92,Seeker_C,Company_C,True,True
92,Seeker_D,Company_D,True,True
92,Seeker_E,Company_E,True,True
93,Seeker_A,Company_B,True,True
93,Seeker_B,Company_A,True,True
93,Seeker_C,Company_C,True,True
93,Seeker_D,Company_D,True,True
93,Seeker_E,Company_E,True,True
94,Seeker_A,Company_B,False,False
94,Seeker_B,Company_A,False,False
94,Seeker_C,Company_E,False,False
94,Seeker_D,Company_D,False,False
94,Seeker_E,Unmatched,False,False
95,Seeker_A,Company_B,True,True
95,Seeker_B,Company_A,True,True
95,Seeker_C,Company_C,True,True
95,Seeker_D,Company_D,True,True
95,Seeker_E,Company_E,True,True
96,Seeker_A,Company_B,False,False
96,Seeker_B,Company_A,False,False
96,Seeker_C,Company_E,False,False
96,Seeker_D,Company_D,False,False
96,Seeker_E,Unmatched,False,False
97,Seeker_A,Company_B,True,True
97,Seeker_B,Company_A,True,True
97,Seeker_C,Company_C,True,True
97,Seeker_D,Company_D,True,True
97,Seeker_E,Company_E,True,True
98,Seeker_A,Company_B,False,False
98,Seeker_B,Company_A,False,False
98,Seeker_C,Company_E,False,False
98,Seeker_D,Company_D,False,False
98,Seeker_E,Company_C,False,False
99,Seeker_A,Company_B,True,True
99,Seeker_B,Company_A,True,True
99,Seeker_C,Company_C,True,True
99,Seeker_D,Company_D,True,True
99,Seeker_E,Company_E,True,True
100,Seeker_A,Company_B,False,False
100,Seeker_B,Company_A,False,False
100,Seeker_C,Company_C,False,False
100,Seeker_D,Company_E,False,False
100,Seeker_E,Unmatched,False,False
