Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
37,Seeker_C,Company_D,False,False,Company_D,3
37,Seeker_D,Company_E,False,False,Company_E,4
37,Seeker_E,Company_C,False,False,Company_C,1
38,Seeker_A,Company_D,False,False,Company_D,5
38,Seeker_B,Company_C,False,False,Company_C,3
38,Seeker_C,Company_E,False,False,Company_E,4
38,Seeker_D,Unmatched,False,False,Unmatched,-
38,Seeker_E,Company_A,False,False,Company_A,3
39,Seeker_A,Company_E,False,False,Company_E,4
39,Seeker_B,Company_B,False,False,Company_B,2
39,Seeker_C,Company_D,False,False,Company_D,3
39,Seeker_D,Company_C,False,False,Company_C,2
39,Seeker_E,Company_A,False,False,Company_A,3
40,Seeker_A,Company_E,True,False,Company_E,4
40,Seeker_B,Company_B,True,False,Company_B,2
40,Seeker_C,Company_C,True,False,Company_C,2
40,Seeker_D,Company_D,True,False,Company_D,5
40,Seeker_E,Company_A,True,False,Company_A,3
41,Seeker_A,Company_A,False,False,Company_A,3
41,Seeker_B,Company_C,False,False,Company_C,3
41,Seeker_C,Company_B,False,False,Company_B,1
41,Seeker_D,Company_D,False,False,Company_D,5
41,Seeker_E,Company_E,False,False,Company_E,4
42,Seeker_A,Company_E,False,True,Company_E,4
42,Seeker_B,Company_A,False,True,Company_A,1
42,Seeker_C,Company_C,False,True,Company_C,2
42,Seeker_D,Company_B,False,True,Company_B,1
42,Seeker_E,Company_D,False,True,Company_D,2
43,Seeker_A,Company_E,False,False,Company_E,4
43,Seeker_B,Unmatched,False,False,Unmatched,-
43,Seeker_C,Company_C,False,False,Company_C,2
43,Seeker_D,Company_B,False,False,Company_B,1
43,Seeker_E,Company_A,False,False,Company_A,3
44,Seeker_A,Company_E,False,False,Company_E,4
44,Seeker_B,Company_B,False,False,Company_B,2
44,Seeker_C,Company_D,False,False,Company_D,3
44,Seeker_D,Company_C,False,False,Company_C,2
44,Seeker_E,Company_A,False,False,Company_A,3
45,Seeker_A,Company_E,True,False,Company_E,4
45,Seeker_B,Company_B,True,False,Company_B,2
45,Seeker_C,Company_C,True,False,Company_C,2
45,Seeker_D,Company_D,True,False,Company_D,5
45,Seeker_E,Company_A,True,False,Company_A,3
46,Seeker_A,Company_A,False,False,Company_A,3
46,Seeker_B,Company_E,False,False,Company_E,5
46,Seeker_C,Company_D,False,False,Company_D,3
46,Seeker_D,Company_C,False,False,Company_C,2
46,Seeker_E,Company_B,False,False,Company_B,5
47,Seeker_A,Company_E,False,False,Company_E,4
47,Seeker_B,Company_A,False,False,Company_A,1
47,Seeker_C,Company_C,False,False,Company_C,2
47,Seeker_D,Company_D,False,False,Company_D,5
47,Seeker_E,Company_B,False,False,Company_B,5
48,Seeker_A,Company_E,False,False,Company_E,4
48,Seeker_B,Company_C,False,False,Company_C,3
48,Seeker_C,Company_B,False,False,Company_B,1
48,Seeker_D,Company_A,False,False,Company_A,3
48,Seeker_E,Unmatched,False,False,Unmatched,-
49,Seeker_A,Company_E,False,True,Company_E,4
49,Seeker_B,Company_A,False,True,Company_A,1
49,Seeker_C,Company_B,False,True,Company_B,1
49,Seeker_D,Company_C,False,True,Company_C,2
49,Seeker_E,Company_D,False,True,Company_D,2
50,Seeker_A,Company_E,False,False,Company_E,4
50,Seeker_B,Company_C,False,False,Company_C,3
50,Seeker_C,Company_D,False,False,Company_D,3
50,Seeker_D,Company_A,False,False,Company_A,3
50,Seeker_E,Company_B,False,False,Company_B,5
51,Seeker_A,Company_E,True,False,Company_E,4
51,Seeker_B,Company_B,True,False,Company_B,2
51,Seeker_C,Company_C,True,False,Company_C,2
51,Seeker_D,Company_A,True,False,Company_A,3
51,Seeker_E,Company_D,True,False,Company_D,2
52,Seeker_A,Company_E,False,False,Company_E,4
52,Seeker_B,Company_C,False,False,Company_C,3
52,Seeker_C,Company_B,False,False,Company_B,1
52,Seeker_D,Company_A,False,False,Company_A,3
52,Seeker_E,Company_D,False,False,Company_D,2
53,Seeker_A,Company_D,False,False,Company_D,5
53,Seeker_B,Company_C,False,False,Company_C,3
53,Seeker_C,Company_B,False,False,Company_B,1
53,Seeker_D,Company_A,False,False,Company_A,3
53,Seeker_E,Unmatched,False,False,Unmatched,-
54,Seeker_A,Company_E,True,False,Company_E,4
54,Seeker_B,Company_B,True,False,Company_B,2
54,Seeker_C,Company_C,True,False,Company_C,2
54,Seeker_D,Company_A,True,False,Company_A,3
54,Seeker_E,Company_D,True,False,Company_D,2
55,Seeker_A,Company_D,False,False,Company_D,5
55,Seeker_B,Company_B,False,False,Company_B,2
55,Seeker_C,Company_C,False,False,Company_C,2
55,Seeker_D,Unmatched,False,False,Unmatched,-
55,Seeker_E,Company_A,False,False,Company_A,3
56,Seeker_A,Company_D,False,False,Company_D,5
56,Seeker_B,Company_B,False,False,Company_B,2
56,Seeker_C,Company_C,False,False,Company_C,2
56,Seeker_D,Company_A,False,False,Company_A,3
56,Seeker_E,Unmatched,False,False,Unmatched,-
57,Seeker_A,Company_D,False,False,Company_D,5
57,Seeker_B,Company_C,False,False,Company_C,3
57,Seeker_C,Company_B,False,False,Company_B,1
57,Seeker_D,Company_A,False,False,Company_A,3
57,Seeker_E,Company_E,False,False,Company_E,4
58,Seeker_A,Company_A,False,False,Company_A,3
58,Seeker_B,Company_B,False,False,Company_B,2
58,Seeker_C,Company_D,False,False,Company_D,3
58,Seeker_D,Company_C,False,False,Company_C,2
58,Seeker_E,Company_E,False,False,Company_E,4
59,Seeker_A,Company_E,False,False,Company_E,4
59,Seeker_B,Company_C,False,False,Company_C,3
59,Seeker_C,Company_B,False,False,Company_B,1
59,Seeker_D,Company_D,False,False,Company_D,5
59,Seeker_E,Company_A,False,False,Company_A,3
60,Seeker_A,Company_E,False,False,Company_E,4
60,Seeker_B,Company_B,False,False,Company_B,2
60,Seeker_C,Company_D,False,False,Company_D,3
60,Seeker_D,Company_A,False,False,Company_A,3
60,Seeker_E,Company_C,False,False,Company_C,1
61,Seeker_A,Company_A,False,False,Company_A,3
61,Seeker_B,Company_E,False,False,Company_E,5
61,Seeker_C,Company_C,False,False,Company_C,2
61,Seeker_D,Company_B,False,False,Company_B,1
61,Seeker_E,Unmatched,False,False,Unmatched,-
62,Seeker_A,Company_E,False,False,Company_E,4
62,Seeker_B,Company_A,False,False,Company_A,1
62,Seeker_C,Company_C,False,False,Company_C,2
62,Seeker_D,Company_D,False,False,Company_D,5
62,Seeker_E,Company_B,False,False,Company_B,5
63,Seeker_A,Company_A,False,False,Company_A,3
63,Seeker_B,Company_E,False,False,Company_E,5
63,Seeker_C,Company_C,False,False,Company_C,2
63,Seeker_D,Unmatched,False,False,Unmatched,-
63,Seeker_E,Company_D,False,False,Company_D,2
64,Seeker_A,Company_A,False,False,Company_A,3
64,Seeker_B,Company_C,False,False,Company_C,3
64,Seeker_C,Company_E,False,False,Company_E,4
64,Seeker_D,Company_B,False,False,Company_B,1
64,Seeker_E,Company_D,False,False,Company_D,2
65,Seeker_A,Company_D,False,False,Company_D,5
65,Seeker_B,Unmatched,False,False,Unmatched,-
65,Seeker_C,Company_B,False,False,Company_B,1
65,Seeker_D,Company_C,False,False,Company_C,2
65,Seeker_E,Company_A,False,False,Company_A,3
66,Seeker_A,Company_D,False,False,Company_D,5
66,Seeker_B,Company_C,False,False,Company_C,3
66,Seeker_C,Company_B,False,False,Company_B,1
66,Seeker_D,Company_E,False,False,Company_E,4
66,Seeker_E,Company_A,False,False,Company_A,3
67,Seeker_A,Company_D,False,False,Company_D,5
67,Seeker_B,Company_A,False,False,Company_A,1
67,Seeker_C,Company_B,False,False,Company_B,1
67,Seeker_D,Company_C,False,False,Company_C,2
67,Seeker_E,Company_E,False,False,Company_E,4
68,Seeker_A,Company_D,False,False,Company_D,5
68,Seeker_B,Company_A,False,False,Company_A,1
68,Seeker_C,Company_E,False,False,Company_E,4
68,Seeker_D,Company_B,False,False,Company_B,1
68,Seeker_E,Company_C,False,False,Company_C,1
69,Seeker_A,Company_D,False,False,Company_D,5
69,Seeker_B,Company_E,False,False,Company_E,5
69,Seeker_C,Company_B,False,False,Company_B,1
69,Seeker_D,Company_C,False,False,Company_C,2
69,Seeker_E,Company_A,False,False,Company_A,3
70,Seeker_A,Company_E,False,False,Company_E,4
70,Seeker_B,Company_C,False,False,Company_C,3
70,Seeker_C,Company_B,False,False,Company_B,1
70,Seeker_D,Company_D,False,False,Company_D,5
70,Seeker_E,Company_A,False,False,Company_A,3
71,Seeker_A,Company_E,False,False,Company_E,4
71,Seeker_B,Company_C,False,False,Company_C,3
71,Seeker_C,Company_B,False,False,Company_B,1
71,Seeker_D,Company_A,False,False,Company_A,3
71,Seeker_E,Company_D,False,False,Company_D,2
72,Seeker_A,Company_A,False,False,Company_A,3
72,Seeker_B,Company_B,False,False,Company_B,2
72,Seeker_C,Company_D,False,False,Company_D,3
72,Seeker_D,Company_E,False,False,Company_E,4
72,Seeker_E,Company_C,False,False,Company_C,1
73,Seeker_A,Company_E,False,False,Company_E,4
73,Seeker_B,Unmatched,False,False,Unmatched,-
73,Seeker_C,Company_B,False,False,Company_B,1
73,Seeker_D,Company_C,False,False,Company_C,2
73,Seeker_E,Company_A,False,False,Company_A,3
74,Seeker_A,Company_A,False,True,Company_A,3
74,Seeker_B,Company_E,False,True,Company_E,5
74,Seeker_C,Company_B,False,True,Company_B,1
74,Seeker_D,Company_C,False,True,Company_C,2
74,Seeker_E,Company_D,False,True,Company_D,2
75,Seeker_A,Company_E,False,False,Company_E,4
75,Seeker_B,Company_B,False,False,Company_B,2
75,Seeker_C,Company_D,False,False,Company_D,3
75,Seeker_D,Company_A,False,False,Company_A,3
75,Seeker_E,Unmatched,False,False,Unmatched,-
76,Seeker_A,Company_D,False,False,Company_D,5
76,Seeker_B,Company_B,False,False,Company_B,2
76,Seeker_C,Company_C,False,False,Company_C,2
76,Seeker_D,Company_E,False,False,Company_E,4
76,Seeker_E,Company_A,False,False,Company_A,3
77,Seeker_A,Company_A,False,False,Company_A,3
77,Seeker_B,Company_B,False,False,Company_B,2
77,Seeker_C,Company_E,False,False,Company_E,4
77,Seeker_D,Company_C,False,False,Company_C,2
77,Seeker_E,Unmatched,False,False,Unmatched,-
78,Seeker_A,Unmatched,False,False,Unmatched,-
78,Seeker_B,Company_E,False,False,Company_E,5
78,Seeker_C,Company_B,False,False,Company_B,1
78,Seeker_D,Company_A,False,False,Company_A,3
78,Seeker_E,Company_D,False,False,Company_D,2
79,Seeker_A,Company_E,False,False,Company_E,4
79,Seeker_B,Company_A,False,False,Company_A,1
79,Seeker_C,Company_C,False,False,Company_C,2
79,Seeker_D,Company_B,False,False,Company_B,1
79,Seeker_E,Unmatched,False,False,Unmatched,-
80,Seeker_A,Company_E,False,False,Company_E,4
80,Seeker_B,Company_C,False,False,Company_C,3
80,Seeker_C,Company_B,False,False,Company_B,1
80,Seeker_D,Company_A,False,False,Company_A,3
80,Seeker_E,Company_D,False,False,Company_D,2
81,Seeker_A,Company_E,False,False,Company_E,4
81,Seeker_B,Company_B,False,False,Company_B,2
81,Seeker_C,Company_C,False,False,Company_C,2
81,Seeker_D,Company_A,False,False,Company_A,3
81,Seeker_E,Unmatched,False,False,Unmatched,-
82,Seeker_A,Company_E,False,True,Company_E,4
82,Seeker_B,Company_D,False,True,Company_D,4
82,Seeker_C,Company_B,False,True,Company_B,1
82,Seeker_D,Company_A,False,True,Company_A,3
82,Seeker_E,Company_C,False,True,Company_C,1
83,Seeker_A,Company_A,False,False,Company_A,3
83,Seeker_B,Company_B,False,False,Company_B,2
83,Seeker_C,Company_E,False,False,Company_E,4
83,Seeker_D,Company_C,False,False,Company_C,2
83,Seeker_E,Company_D,False,False,Company_D,2
84,Seeker_A,Company_E,False,False,Company_E,4
84,Seeker_B,Company_D,False,False,Company_D,4
84,Seeker_C,Company_C,False,False,Company_C,2
84,Seeker_D,Company_B,False,False,Company_B,1
84,Seeker_E,Company_A,False,False,Company_A,3
85,Seeker_A,Company_A,False,False,Company_A,3
85,Seeker_B,Company_B,False,False,Company_B,2
85,Seeker_C,Company_D,False,False,Company_D,3
85,Seeker_D,Company_E,False,False,Company_E,4
85,Seeker_E,Company_C,False,False,Company_C,1
86,Seeker_A,Company_B,False,False,Company_B,1
86,Seeker_B,Company_A,False,False,Company_A,1
86,Seeker_C,Company_E,False,False,Company_E,4
86,Seeker_D,Company_D,False,False,Company_D,5
86,Seeker_E,Company_C,False,False,Company_C,1
87,Seeker_A,Company_A,False,False,Company_A,3
87,Seeker_B,Company_C,False,False,Company_C,3
87,Seeker_C,Company_E,False,False,Company_E,4
87,Seeker_D,Company_D,False,False,Company_D,5
87,Seeker_E,Company_B,False,False,Company_B,5
88,Seeker_A,Company_E,False,True,Company_E,4
88,Seeker_B,Company_A,False,True,Company_A,1
88,Seeker_C,Company_C,False,True,Company_C,2
88,Seeker_D,Company_B,False,True,Company_B,1
88,Seeker_E,Company_D,False,True,Company_D,2
89,Seeker_A,Company_D,False,False,Company_D,5
89,Seeker_B,Company_C,False,False,Company_C,3
89,Seeker_C,Company_B,False,False,Company_B,1
89,Seeker_D,Company_A,False,False,Company_A,3
89,Seeker_E,Company_E,False,False,Company_E,4
90,Seeker_A,Company_E,False,False,Company_E,4
90,Seeker_B,Company_B,False,False,Company_B,2
90,Seeker_C,Company_D,False,False,Company_D,3
90,Seeker_D,Company_C,False,False,Company_C,2
90,Seeker_E,Company_A,False,False,Company_A,3
91,Seeker_A,Company_A,False,False,Company_A,3
91,Seeker_B,Company_C,False,False,Company_C,3
91,Seeker_C,Company_B,False,False,Company_B,1
91,Seeker_D,Unmatched,False,False,Unmatched,-
91,Seeker_E,Company_D,False,False,Company_D,2
92,Seeker_A,Company_E,False,False,Company_E,4
92,Seeker_B,Company_A,False,False,Company_A,1
92,Seeker_C,Company_C,False,False,Company_C,2
92,Seeker_D,Unmatched,False,False,Unmatched,-
92,Seeker_E,Company_D,False,False,Company_D,2
93,Seeker_A,Company_E,False,False,Company_E,4
93,Seeker_B,Company_C,False,False,Company_C,3
93,Seeker_C,Company_B,False,False,Company_B,1
93,Seeker_D,Company_A,False,False,Company_A,3
93,Seeker_E,Company_D,False,False,Company_D,2
94,Seeker_A,Company_E,False,False,Company_E,4
94,Seeker_B,Company_C,False,False,Company_C,3
94,Seeker_C,Company_D,False,False,Company_D,3
94,Seeker_D,Company_A,False,False,Company_A,3
94,Seeker_E,Company_B,False,False,Company_B,5
95,Seeker_A,Company_A,False,False,Company_A,3
95,Seeker_B,Company_C,False,False,Company_C,3
95,Seeker_C,Company_B,False,False,Company_B,1
95,Seeker_D,Unmatched,False,False,Unmatched,-
95,Seeker_E,Company_D,False,False,Company_D,2
96,Seeker_A,Company_E,False,True,Company_E,4
96,Seeker_B,Company_A,False,True,Company_A,1
96,Seeker_C,Company_D,False,True,Company_D,3
96,Seeker_D,Company_B,False,True,Company_B,1
96,Seeker_E,Company_C,False,True,Company_C,1
97,Seeker_A,Company_D,False,False,Company_D,5
97,Seeker_B,Company_E,False,False,Company_E,5
97,Seeker_C,Company_B,False,False,Company_B,1
97,Seeker_D,Company_A,False,False,Company_A,3
97,Seeker_E,Company_C,False,False,Company_C,1
98,Seeker_A,Company_E,False,False,Company_E,4
98,Seeker_B,Company_B,False,False,Company_B,2
98,Seeker_C,Company_D,False,False,Company_D,3
98,Seeker_D,Company_C,False,False,Company_C,2
98,Seeker_E,Company_A,False,False,Company_A,3
99,Seeker_A,Company_E,False,False,Company_E,4
99,Seeker_B,Company_C,False,False,Company_C,3
99,Seeker_C,Company_B,False,False,Company_B,1
99,Seeker_D,Company_D,False,False,Company_D,5
99,Seeker_E,Company_A,False,False,Company_A,3
100,Seeker_A,Company_D,False,False,Company_D,5
100,Seeker_B,Company_C,False,False,Company_C,3
100,Seeker_C,Company_B,False,False,Company_B,1
100,Seeker_D,Company_E,False,False,Company_E,4
100,Seeker_E,Company_A,False,False,Company_A,3
